title,brand,model,type,year,transmisi,qty,avg_price,low_price,mid_price,new_price,price_per_mile,m_mile
Porsche Cayman Standard Automatic 2014,Porsche,Cayman,Standard,2014,Automatic,22," 1,000,136,372 "," 150,000,000 "," 575,068,186 ",," 12,000.00 ",33295.45455
Suzuki Grand Vitara GX Automatic 2023,Suzuki,Grand Vitara,GX,2023,Automatic,20," 294,450,000 "," 279,000,000 "," 286,725,000 ",384400000," 5,511.11 ",19125
Toyota Veloz Q TSS (Non Premium Color) Automatic 2023,Toyota,Veloz,Q TSS (Non Premium Color),2023,Automatic,17," 243,058,824 "," 229,000,000 "," 236,029,412 ",335300000," 4,138.07 ",25688.29412
Toyota Kijang Innova Venturer Automatic 2020,Toyota,Kijang Innova,Venturer,2020,Automatic,19," 343,421,053 "," 300,000,000 "," 321,710,526 ",466100000," 3,037.69 ",54679.68421
Toyota Raize G (1 Tone) Automatic 2023,Toyota,Raize,G (1 Tone),2023,Automatic,20," 186,150,000 "," 174,000,000 "," 180,075,000 ",267300000," 3,320.17 ",28101
Mitsubishi Pajero Sport Dakar Ultimate 4X2 Automatic 2019,Mitsubishi,Pajero Sport,Dakar Ultimate 4X2,2019,Automatic,21," 393,714,290 "," 354,000,000 "," 373,857,145 ",584500000," 3,293.31 ",69990.28571
Daihatsu Ayla X Automatic 2015,Daihatsu,Ayla,X,2015,Automatic,17," 87,647,059 "," 75,000,000 "," 81,323,529 "," 117,250,000 ", 456.18 ,92617.64706
Toyota Rush TRD Sportivo Automatic 2014,Toyota,Rush,TRD Sportivo,2014,Automatic,17," 135,411,765 "," 127,000,000 "," 131,205,882 "," 238,250,000 "," 1,318.86 ",84352.94118
Toyota Raize G (1 Tone) Automatic 2022,Toyota,Raize,G (1 Tone),2022,Automatic,21," 180,904,762 "," 170,000,000 "," 175,452,381 ",264500000," 2,967.21 ",31848.14286
Hyundai Santa Fe Signature Automatic 2023,Hyundai,Santa Fe,Signature,2023,Automatic,17," 533,941,176 "," 439,000,000 "," 486,470,588 ",729000000," 17,298.25 ",16764.70588
Hyundai H-1 XG Automatic 2018,Hyundai,H-1,XG,2018,Automatic,17," 279,000,000 "," 235,000,000 "," 257,000,000 ",521250000," 5,391.97 ",53088.23529
Toyota Calya E Manual 2019,Toyota,Calya,E,2019,Manual,19," 112,736,842 "," 107,000,000 "," 109,868,421 ",137463000, 493.64 ,61710.52632
Toyota Calya G Manual 2023,Toyota,Calya,G,2023,Manual,21," 142,952,381 "," 120,000,000 "," 131,476,190 ",170000000," 1,835.66 ",27238.09524
Mercedes-Benz E250 Avantgarde Automatic 2014,Mercedes-Benz,E250,Avantgarde,2014,Automatic,21," 302,523,810 "," 255,000,000 "," 278,761,905 "," 899,000,000 "," 13,892.14 ",46357.14286
Suzuki Grand Vitara GX Automatic 2024,Suzuki,Grand Vitara,GX,2024,Automatic,22," 300,181,818 "," 279,000,000 "," 289,590,909 ",387400000," 10,368.70 ",10454.54545
Toyota Avanza E Automatic 2020,Toyota,Avanza,E,2020,Automatic,17," 150,823,529 "," 144,000,000 "," 147,411,765 ",206550000, 969.85 ,64494.76471
Suzuki XL7 Beta Automatic 2023,Suzuki,XL7,Beta,2023,Automatic,22," 213,363,636 "," 195,000,000 "," 204,181,818 ",293900000," 2,043.00 ",48409.09091
Suzuki Ertiga GL Automatic 2023,Suzuki,Ertiga,GL,2023,Automatic,17," 195,823,529 "," 185,000,000 "," 190,411,765 ",262800000," 3,699.58 ",21029.41176
Toyota Raize G (1 Tone) Automatic 2024,Toyota,Raize,G (1 Tone),2024,Automatic,17," 203,294,118 "," 193,000,000 "," 198,147,059 ",267300000," 14,112.85 ",5264.705882
Honda Brio E Manual 2018,Honda,Brio,E,2018,Manual,17," 127,558,824 "," 115,000,000 "," 121,279,412 ",146000000, 640.55 ,48395.82353
Daihatsu Terios X Automatic 2023,Daihatsu,Terios,X,2023,Automatic,22," 210,227,273 "," 176,000,000 "," 193,113,636 ",246450000," 3,522.50 ",20000
Honda Brio Satya E Manual 2014,Honda,Brio,Satya E,2014,Manual,20," 103,950,000 "," 90,000,000 "," 96,975,000 "," 119,900,000 ", 360.04 ,83046.6
Chevrolet TRAX Premier Automatic 2018,Chevrolet,TRAX,Premier,2018,Automatic,17," 155,835,294 "," 139,000,000 "," 147,417,647 ",314000000," 2,433.54 ",71911.76471
Toyota Calya G Manual 2022,Toyota,Calya,G,2022,Manual,22," 132,840,909 "," 117,000,000 "," 124,920,455 ",165800000," 1,574.06 ",31002.54545
Toyota Avanza E Manual 2022,Toyota,Avanza,E,2022,Manual,22," 181,818,182 "," 166,000,000 "," 173,909,091 ",224200000," 1,882.94 ",30909.09091
Toyota Corolla Altis V Automatic 2019,Toyota,Corolla Altis,V,2019,Automatic,22," 233,045,455 "," 219,000,000 "," 226,022,727 ",486300000," 4,477.05 ",59704.54545
Daihatsu Sigra R Manual 2024,Daihatsu,Sigra,R,2024,Manual,19," 143,868,421 "," 134,000,000 "," 138,934,211 ",160000000," 2,863.77 ",9078.947368
Toyota Vellfire G (Premium Color) Automatic 2022,Toyota,Vellfire,G (Premium Color),2022,Automatic,22," 936,181,818 "," 820,000,000 "," 878,090,909 ",1303100000," 13,243.86 ",36477.27273
Toyota Alphard X Automatic 2019,Toyota,Alphard,X,2019,Automatic,19," 629,131,579 "," 535,000,000 "," 582,065,789 ",997850000," 8,571.30 ",54000
Honda BR-V E Prestige Automatic 2017,Honda,BR-V,E Prestige,2017,Automatic,19," 160,921,053 "," 140,000,000 "," 150,460,526 ",263900000," 1,505.18 ",82315.78947
Toyota Vellfire G (Non Premium Color) Automatic 2022,Toyota,Vellfire,G (Non Premium Color),2022,Automatic,18," 983,722,222 "," 875,000,000 "," 929,361,111 ",1299600000," 14,166.45 ",29972.22222
Honda BR-V E Automatic 2018,Honda,BR-V,E,2018,Automatic,18," 167,888,894 "," 155,000,000 "," 161,444,447 ",256000000," 1,206.77 ",83694.44444
Daihatsu Ayla M Manual 2023,Daihatsu,Ayla,M,2023,Manual,19," 112,578,947 "," 104,000,000 "," 108,289,474 ",134000000," 1,583.33 ",18947.36842
Hyundai Stargazer Style Automatic 2022,Hyundai,Stargazer,Style,2022,Automatic,19," 190,684,211 "," 183,000,000 "," 186,842,105 ",296300000," 2,006.75 ",56459.52632
Nissan Serena Highway Star Automatic 2018,Nissan,Serena,Highway Star,2018,Automatic,19," 185,026,316 "," 168,500,000 "," 176,763,158 ",453500000," 3,451.24 ",82578.94737
Toyota Agya G Automatic 2014,Toyota,Agya,G,2014,Automatic,17," 91,117,647 "," 88,000,000 "," 89,558,824 "," 118,830,000 ", 298.38 ,103323
Toyota Yaris Cross S with GR Parts Aero Pkg Automatic 2023,Toyota,Yaris Cross,S with GR Parts Aero Pkg,2023,Automatic,20," 334,300,000 "," 293,000,000 "," 313,650,000 ",449950000," 8,976.88 ",17483.8
Mitsubishi Xpander Sport Automatic 2021,Mitsubishi,Xpander,Sport,2021,Automatic,22," 218,409,091 "," 204,000,000 "," 211,204,545 ",280000000," 1,443.84 ",52637.45455
Mitsubishi Xpander Exceed Automatic 2020,Mitsubishi,Xpander,Exceed,2020,Automatic,20," 192,100,000 "," 184,000,000 "," 188,050,000 ",257600000," 1,045.49 ",70397.4
Daihatsu Xenia X Manual 2017,Daihatsu,Xenia,X,2017,Manual,20," 125,900,000 "," 115,000,000 "," 120,450,000 ",176050000, 770.35 ,79250
Toyota Veloz Q Automatic 2021,Toyota,Veloz,Q,2021,Automatic,20," 215,850,000 "," 184,000,000 "," 199,925,000 ",272100000," 2,474.72 ",35600
Toyota Agya TRD Automatic 2018,Toyota,Agya,TRD,2018,Automatic,15," 116,600,000 "," 105,000,000 "," 110,800,000 ",151900000, 665.56 ,70466.66667
Mercedes-Benz C250 AMG Automatic 2017,Mercedes-Benz,C250,AMG,2017,Automatic,15," 451,333,333 "," 342,000,000 "," 396,666,667 ",869000000," 17,469.61 ",30166.66667
Toyota Avanza Veloz Automatic 2015,Toyota,Avanza,Veloz,2015,Automatic,16," 136,687,500 "," 120,000,000 "," 128,343,750 "," 219,650,000 ", 886.00 ,112471.6875
BMW X3 sDrive20i Automatic 2019,BMW,X3,sDrive20i,2019,Automatic,13," 543,538,462 "," 474,000,000 "," 508,769,231 ",969000000," 12,729.97 ",38884.61538
BMW 730Li M Sport Automatic 2020,BMW,730Li,M Sport,2020,Automatic,15," 1,084,066,667 "," 830,000,000 "," 957,033,333 ",1949000000," 66,343.87 ",16866.66667
BMW 330i M Sport Automatic 2019,BMW,330i,M Sport,2019,Automatic,15," 576,133,333 "," 435,000,000 "," 505,566,667 ",879000000," 20,060.24 ",22133.33333
Mercedes-Benz GLA200 AMG Line Automatic 2020,Mercedes-Benz,GLA200,AMG Line,2020,Automatic,16," 412,812,500 "," 389,000,000 "," 400,906,250 ",789000000," 11,786.37 ",33937.5
Toyota Alphard X Automatic 2016,Toyota,Alphard,X,2016,Automatic,14," 468,357,143 "," 395,000,000 "," 431,678,571 "," 859,500,000 "," 7,853.86 ",59142.85714
Mercedes-Benz CLS400 Amg Dynamic Automatic 2015,Mercedes-Benz,CLS400,Amg Dynamic,2015,Automatic,16," 694,875,000 "," 559,999,999 "," 627,437,499 ",," 12,000.00 ",23156.25
Mercedes-Benz Gls400 Exclusive Line Automatic 2016,Mercedes-Benz,Gls400,Exclusive Line,2016,Automatic,16," 693,000,000 "," 599,000,000 "," 646,000,000 ",," 12,000.00 ",38531.25
BMW 320i Sport Automatic 2021,BMW,320i,Sport,2021,Automatic,16," 512,312,500 "," 445,000,000 "," 478,656,250 ",869000000," 18,310.39 ",23156.25
Honda HR-V S Manual 2016,Honda,HR-V,S,2016,Manual,14," 186,928,571 "," 155,000,000 "," 170,964,286 "," 274,000,000 "," 1,979.80 ",60107.14286
Mercedes-Benz CLA200 AMG Line Automatic 2020,Mercedes-Benz,CLA200,AMG Line,2020,Automatic,13," 1,142,769,231 "," 635,000,000 "," 888,884,615 ",865000000," 12,832.62 ",17923.07692
BMW X3 sDrive20i xLine Automatic 2022,BMW,X3,sDrive20i xLine,2022,Automatic,15," 785,933,333 "," 735,000,000 "," 760,466,667 ",1135000000," 20,442.93 ",19566.66667
Lexus RX 300 Luxury Automatic 2020,Lexus,RX 300,Luxury,2020,Automatic,14," 813,142,857 "," 740,000,000 "," 776,571,429 ",1445000000," 14,472.14 ",48714.28571
Honda City E Automatic 2018,Honda,City,E,2018,Automatic,14," 190,214,286 "," 180,000,000 "," 185,107,143 ",337500000," 2,574.20 ",61184
Mazda 2 R Automatic 2016,Mazda,2,R,2016,Automatic,16," 171,562,500 "," 139,000,000 "," 155,281,250 "," 265,300,000 "," 1,556.26 ",81156.25
Honda Brio E Automatic 2015,Honda,Brio,E,2015,Automatic,15," 117,700,000 "," 104,000,000 "," 110,850,000 "," 153,600,000 ", 493.53 ,100500
Honda BR-V E Automatic 2019,Honda,BR-V,E,2019,Automatic,14," 180,035,714 "," 139,000,000 "," 159,517,857 ",264500000," 2,076.68 ",60433
Suzuki XL7 Alpha Automatic 2020,Suzuki,XL7,Alpha,2020,Automatic,14," 194,357,143 "," 163,000,000 "," 178,678,571 ",267000000," 2,183.76 ",47624.35714
Mitsubishi Outlander Sport PX Automatic 2017,Mitsubishi,Outlander Sport,PX,2017,Automatic,14," 181,000,000 "," 149,000,000 "," 165,000,000 ",375000000," 2,922.86 ",77321.42857
Toyota Avanza G Manual 2023,Toyota,Avanza,G,2023,Manual,14," 210,071,429 "," 185,000,000 "," 197,535,714 ",257800000," 3,920.00 ",18571.42857
Toyota Rush G Automatic 2018,Toyota,Rush,G,2018,Automatic,13," 180,615,385 "," 165,000,000 "," 172,807,692 ",251300000," 1,278.52 ",67500
Chevrolet TRAX LTZ Automatic 2016,Chevrolet,TRAX,LTZ,2016,Automatic,15," 129,333,333 "," 104,000,000 "," 116,666,667 "," 291,000,000 "," 2,405.66 ",77733.33333
Nissan Grand Livina XV Automatic 2013,Nissan,Grand Livina,XV,2013,Automatic,13," 93,653,846 "," 77,000,000 "," 85,326,923 "," 210,000,000 "," 1,169.33 ",113740.1538
Toyota Yaris TRD Sportivo Automatic 2014,Toyota,Yaris,TRD Sportivo,2014,Automatic,13," 151,461,538 "," 129,000,000 "," 140,230,769 "," 247,200,000 "," 1,165.42 ",101423.0769
Mercedes-Benz AMG CLA45 S 4MATIC+ Automatic 2022,Mercedes-Benz,AMG CLA45,S 4MATIC+,2022,Automatic,15," 1,263,466,667 "," 999,000,000 "," 1,131,233,333 ",," 12,000.00 ",8500
Mitsubishi Pajero Sport Dakar Ultimate 4X4 Automatic 2021,Mitsubishi,Pajero Sport,Dakar Ultimate 4X4,2021,Automatic,15," 540,900,000 "," 515,000,000 "," 527,950,000 ",672800000," 3,912.40 ",40333.33333
BMW X3 xDrive20i Luxury Automatic 2018,BMW,X3,xDrive20i Luxury,2018,Automatic,15," 598,666,667 "," 499,000,000 "," 548,833,333 ",1009000000," 19,391.63 ",26300
Daihatsu Ayla R Automatic 2021,Daihatsu,Ayla,R,2021,Automatic,15," 126,733,333 "," 117,000,000 "," 121,866,667 ",153400000, 821.32 ,44319.13333
Daihatsu Sigra R Manual 2021,Daihatsu,Sigra,R,2021,Manual,16," 123,062,500 "," 105,000,000 "," 114,031,250 ",144550000, 855.14 ,46250
Toyota Hiace Commuter Manual 2024,Toyota,Hiace,Commuter,2024,Manual,13," 524,230,769 "," 475,000,000 "," 499,615,385 ",564800000," 16,653.35 ",5392.307692
Toyota Kijang Innova G Manual 2018,Toyota,Kijang Innova,G,2018,Manual,13," 285,692,308 "," 245,000,000 "," 265,346,154 ",317800000," 1,016.54 ",71615.38462
Mazda 6 Elite Automatic 2022,Mazda,6,Elite,2022,Automatic,13," 436,000,000 "," 391,000,000 "," 413,500,000 ",698800000," 15,071.19 ",20423.07692
MINI Countryman Cooper S Automatic 2020,MINI,Countryman,Cooper S,2020,Automatic,15," 572,400,000 "," 459,000,000 "," 515,700,000 ",825000000," 17,400.95 ",21033.33333
BMW X5 xDrive35i xLine Automatic 2018,BMW,X5,xDrive35i xLine,2018,Automatic,14," 518,785,714 "," 430,000,000 "," 474,392,857 ",1489000000," 36,072.99 ",29357.14286
BMW 320i Sport Automatic 2017,BMW,320i,Sport,2017,Automatic,15," 344,333,333 "," 315,000,000 "," 329,666,667 ",699000000," 10,726.26 ",35800
Daihatsu Ayla X Automatic 2024,Daihatsu,Ayla,X,2024,Automatic,13," 137,950,000 "," 128,850,000 "," 133,400,000 ",161900000," 3,656.60 ",9038.461538
Honda BR-V E Automatic 2016,Honda,BR-V,E,2016,Automatic,14," 160,428,571 "," 142,000,000 "," 151,214,286 "," 247,500,000 "," 1,211.65 ",87071.42857
Mercedes-Benz C200 Avantgarde CKD Automatic 2015,Mercedes-Benz,C200,Avantgarde CKD,2015,Automatic,15," 339,933,333 "," 319,000,000 "," 329,466,667 "," 719,000,000 "," 11,374.41 ",35166.66667
Mazda CX-5 Grand Touring Automatic 2016,Mazda,CX-5,Grand Touring,2016,Automatic,16," 211,312,500 "," 199,000,000 "," 205,156,250 "," 490,400,000 "," 3,388.37 ",86000
Toyota Avanza G Automatic 2013,Toyota,Avanza,G,2013,Automatic,14," 120,357,143 "," 102,000,000 "," 111,178,571 "," 185,000,000 ", 801.66 ,103535.7143
Honda City RS Honda Sensing Automatic 2023,Honda,City,RS Honda Sensing,2023,Automatic,14," 248,857,143 "," 235,000,000 "," 241,928,571 ",589900000," 11,702.11 ",30327.85714
Mitsubishi Pajero Sport Exceed Automatic 2014,Mitsubishi,Pajero Sport,Exceed,2014,Automatic,14," 230,714,286 "," 198,000,000 "," 214,357,143 "," 421,000,000 "," 1,970.96 ",113142.8571
Nissan Juke RX Automatic 2011,Nissan,Juke,RX,2011,Automatic,15," 110,900,000 "," 97,000,000 "," 103,950,000 "," 249,000,000 "," 1,323.66 ",114833.3333
Toyota Kijang Innova Zenix Q HV TSS ( Premium Color) Automatic 2023,Toyota,Kijang Innova Zenix,Q HV TSS ( Premium Color),2023,Automatic,16," 507,687,500 "," 444,000,000 "," 475,843,750 ",627750000," 6,681.82 ",27500
Daihatsu Xenia R Automatic 2023,Daihatsu,Xenia,R,2023,Automatic,16," 197,437,500 "," 167,000,000 "," 182,218,750 ",238250000," 1,604.50 ",44406.25
Mercedes-Benz GLA200 AMG Automatic 2017,Mercedes-Benz,GLA200,AMG,2017,Automatic,14," 327,785,714 "," 295,000,000 "," 311,392,857 ",739000000," 13,454.55 ",33000
Toyota Camry V Automatic 2014,Toyota,Camry,V,2014,Automatic,14," 177,142,857 "," 159,000,000 "," 168,071,429 "," 562,000,000 "," 3,835.49 ",105071.4286
Toyota Yaris GR Sport 3 AB Automatic 2021,Toyota,Yaris,GR Sport 3 AB,2021,Automatic,14," 218,500,000 "," 198,000,000 "," 208,250,000 ",294750000," 2,661.29 ",36354.5
Honda HR-V S Automatic 2018,Honda,HR-V,S,2018,Automatic,16," 182,125,000 "," 156,000,000 "," 169,062,500 ",294500000," 1,972.41 ",70218.75
Honda Brio E Automatic 2014,Honda,Brio,E,2014,Automatic,13," 107,884,615 "," 90,000,000 "," 98,942,308 "," 150,100,000 ", 647.18 ,92865.07692
Toyota Land Cruiser 300 VX-R Automatic 2024,Toyota,Land Cruiser,300 VX-R,2024,Automatic,13," 2,318,076,924 "," 2,112,000,000 "," 2,215,038,462 ",2547300000," 156,756.23 ",2776.923077
Toyota Vellfire G Automatic 2016,Toyota,Vellfire,G,2016,Automatic,14," 549,357,143 "," 485,000,000 "," 517,178,571 "," 1,012,900,000 "," 8,068.34 ",65428.57143
Daihatsu Rocky R TC Automatic 2022,Daihatsu,Rocky,R TC,2022,Automatic,13," 194,769,231 "," 182,000,000 "," 188,384,615 ",252100000," 3,118.04 ",22482.07692
Daihatsu Ayla X Automatic 2023,Daihatsu,Ayla,X,2023,Automatic,14," 125,107,143 "," 99,000,000 "," 112,053,571 ",148900000," 4,077.94 ",12236.57143
Toyota Sienta V Automatic 2019,Toyota,Sienta,V,2019,Automatic,16," 179,562,500 "," 167,000,000 "," 173,281,250 ",273650000," 1,997.71 ",53386.0625
Daihatsu Ayla X Automatic 2016,Daihatsu,Ayla,X,2016,Automatic,15," 90,400,000 "," 72,000,000 "," 81,200,000 "," 118,050,000 ", 558.41 ,82466.66667
Toyota Avanza G Automatic 2015,Toyota,Avanza,G,2015,Automatic,15," 123,333,333 "," 115,000,000 "," 119,166,667 "," 206,400,000 ", 950.76 ,96133.33333
Hyundai Palisade Signature AWD Automatic 2022,Hyundai,Palisade,Signature AWD,2022,Automatic,13," 750,769,231 "," 673,000,000 "," 711,884,615 ",1053000000," 10,544.29 ",36038.46154
Mercedes-Benz C300 Avantgarde Automatic 2012,Mercedes-Benz,C300,Avantgarde,2012,Automatic,14," 273,357,143 "," 208,000,000 "," 240,678,571 "," 709,000,000 "," 13,110.28 ",38214.28571
Mercedes-Benz GLE450 AMG Line 4MATIC CKD Automatic 2020,Mercedes-Benz,GLE450,AMG Line 4MATIC CKD,2020,Automatic,15," 1,120,800,000 "," 988,000,000 "," 1,054,400,000 ",1699000000," 30,779.22 ",23100
BMW 330i M Sport Automatic 2018,BMW,330i,M Sport,2018,Automatic,14," 473,071,429 "," 415,000,000 "," 444,035,714 ",," 12,000.00 ",25000
Toyota Kijang Innova G Automatic 2013,Toyota,Kijang Innova,G,2013,Automatic,13," 195,076,923 "," 146,000,000 "," 170,538,462 "," 274,550,000 "," 1,123.46 ",114423.0769
Mercedes-Benz E250 Avantgarde CKD Automatic 2017,Mercedes-Benz,E250,Avantgarde CKD,2017,Automatic,14," 466,357,143 "," 408,000,000 "," 437,178,571 ",1129000000," 32,613.89 ",22107.14286
Toyota Yaris TRD Sportivo Automatic 2020,Toyota,Yaris,TRD Sportivo,2020,Automatic,16," 205,187,500 "," 186,000,000 "," 195,593,750 ",284450000," 2,004.61 ",49111.8125
Mercedes-Benz E400 AMG Automatic 2015,Mercedes-Benz,E400,AMG,2015,Automatic,14," 574,500,000 "," 299,000,000 "," 436,750,000 "," 1,339,000,000 "," 28,000.00 ",37142.85714
Toyota Calya G Manual 2024,Toyota,Calya,G,2024,Manual,16," 153,500,000 "," 138,000,000 "," 145,750,000 ",177200000," 3,208.38 ",12218
Suzuki Ignis GX Automatic 2020,Suzuki,Ignis,GX,2020,Automatic,15," 142,800,000 "," 140,000,000 "," 141,400,000 ",200000000, 920.62 ,65173.4
Toyota Kijang Innova G Lux Automatic 2021,Toyota,Kijang Innova,G Lux,2021,Automatic,15," 292,733,333 "," 260,000,000 "," 276,366,667 ",357600000," 1,755.40 ",55600
MG HS Ignite Automatic 2021,MG,HS,Ignite,2021,Automatic,14," 236,357,143 "," 215,000,000 "," 225,678,571 ",399800000," 3,832.89 ",48214.28571
Toyota Vellfire Z Automatic 2014,Toyota,Vellfire,Z,2014,Automatic,15," 297,733,333 "," 255,000,000 "," 276,366,667 ",," 12,000.00 ",70833.33333
BMW 730Li M Sport Automatic 2019,BMW,730Li,M Sport,2019,Automatic,13," 955,230,769 "," 679,000,000 "," 817,115,385 ",1829000000," 65,714.29 ",17500
Toyota Yaris E Manual 2012,Toyota,Yaris,E,2012,Manual,14," 115,642,857 "," 104,000,000 "," 109,821,429 "," 199,100,000 ", 929.10 ,102357.1429
Nissan Grand Livina XV Automatic 2016,Nissan,Grand Livina,XV,2016,Automatic,13," 119,538,462 "," 114,000,000 "," 116,769,231 "," 232,000,000 "," 1,554.77 ",75895.46154
Honda Civic E Automatic 2020,Honda,Civic,E,2020,Automatic,14," 363,714,286 "," 332,000,000 "," 347,857,143 ",533000000," 3,777.18 ",53214.28571
Suzuki Ertiga Sport Automatic 2019,Suzuki,Ertiga,Sport,2019,Automatic,13," 196,692,308 "," 170,000,000 "," 183,346,154 ",258500000," 1,515.81 ",58384.61538
Toyota Vellfire ZG Automatic 2015,Toyota,Vellfire,ZG,2015,Automatic,16," 545,250,000 "," 295,000,000 "," 420,125,000 "," 1,080,000,000 "," 10,818.26 ",72562.5
Honda Mobilio E Prestige Automatic 2014,Honda,Mobilio,E Prestige,2014,Automatic,15," 125,600,000 "," 106,000,000 "," 115,800,000 "," 198,000,000 ", 890.90 ,103266.6667
Toyota Yaris G Automatic 2015,Toyota,Yaris,G,2015,Automatic,13," 132,846,154 "," 113,000,000 "," 122,923,077 "," 243,600,000 "," 1,384.26 ",94346.15385
Toyota Avanza Veloz Automatic 2014,Toyota,Avanza,Veloz,2014,Automatic,15," 132,533,333 "," 95,000,000 "," 113,766,667 "," 210,300,000 "," 1,052.27 ",109572.5333
Mitsubishi Xpander Cross Rockford Fosgate Black Edition Automatic 2021,Mitsubishi,Xpander Cross,Rockford Fosgate Black Edition,2021,Automatic,14," 240,214,286 "," 225,000,000 "," 232,607,143 ",304700000," 1,584.90 ",50287.07143
Toyota Kijang Innova Venturer Automatic 2017,Toyota,Kijang Innova,Venturer,2017,Automatic,13," 331,307,692 "," 247,000,000 "," 289,153,846 ",445500000," 2,803.79 ",70797.15385
Toyota Vellfire G Automatic 2021,Toyota,Vellfire,G,2021,Automatic,15," 1,352,666,667 "," 769,000,000 "," 1,060,833,333 ",1247800000," 17,624.54 ",27166.66667
Suzuki Ertiga GX Manual 2013,Suzuki,Ertiga,GX,2013,Manual,14," 114,142,857 "," 104,000,000 "," 109,071,429 "," 173,800,000 ", 659.82 ,105785.7143
Honda Jazz RS Automatic 2011,Honda,Jazz,RS,2011,Automatic,15," 129,000,000 "," 116,000,000 "," 122,500,000 "," 223,500,000 ", 977.87 ,109933.3333
Honda Jazz RS Automatic 2015,Honda,Jazz,RS,2015,Automatic,14," 185,607,143 "," 155,000,000 "," 170,303,571 "," 259,000,000 "," 1,137.94 ",91392.85714
Toyota Agya G Automatic 2018,Toyota,Agya,G,2018,Automatic,13," 116,769,231 "," 101,000,000 "," 108,884,615 ",144400000, 719.40 ,60328.23077
Toyota Raize T G (1 Tone) Automatic 2021,Toyota,Raize,T G (1 Tone),2021,Automatic,15," 189,933,333 "," 165,000,000 "," 177,466,667 ",229000000," 1,387.89 ",46113.26667
Mercedes-Benz C250 CGI Automatic 2012,Mercedes-Benz,C250,CGI,2012,Automatic,14," 244,364,286 "," 190,000,000 "," 217,182,143 "," 649,000,000 "," 7,476.44 ",61392.85714
Nissan X-Trail Ultimate Automatic 2015,Nissan,X-Trail,Ultimate,2015,Automatic,13," 172,692,308 "," 149,000,000 "," 160,846,154 "," 418,950,000 "," 3,608.59 ",74807.69231
Toyota Agya TRD Manual 2018,Toyota,Agya,TRD,2018,Manual,14," 112,107,143 "," 105,000,000 "," 108,553,571 ",140300000, 456.12 ,77391.14286
Mercedes-Benz GLB200 Progressive Line Automatic 2022,Mercedes-Benz,GLB200,Progressive Line,2022,Automatic,13," 614,307,692 "," 535,000,000 "," 574,653,846 ",975000000," 20,875.91 ",21076.92308
Honda HR-V Turbo RS Automatic 2024,Honda,HR-V,Turbo RS,2024,Automatic,14," 391,071,429 "," 219,000,000 "," 305,035,714 ",542900000," 18,508.57 ",17500
Toyota Vios G Automatic 2018,Toyota,Vios,G,2018,Automatic,14," 163,928,571 "," 125,000,000 "," 144,464,286 ",326000000," 3,719.76 ",54035.71429
Toyota Avanza Veloz Manual 2019,Toyota,Avanza,Veloz,2019,Manual,14," 169,785,714 "," 159,000,000 "," 164,392,857 ",227250000," 1,120.16 ",60928.57143
Nissan Elgrand Highway Star Automatic 2014,Nissan,Elgrand,Highway Star,2014,Automatic,13," 274,615,385 "," 225,000,000 "," 249,807,692 "," 888,000,000 "," 6,845.91 ",96846.15385
Nissan Juke RX Automatic 2012,Nissan,Juke,RX,2012,Automatic,16," 120,343,750 "," 99,000,000 "," 109,671,875 "," 259,000,000 "," 2,025.32 ",79000
Honda Brio Satya E Manual 2018,Honda,Brio,Satya E,2018,Manual,14," 123,535,714 "," 109,000,000 "," 116,267,857 ",140500000, 648.53 ,48571.42857
Mercedes-Benz CLA200 AMG Automatic 2019,Mercedes-Benz,CLA200,AMG,2019,Automatic,13," 556,230,769 "," 392,000,000 "," 474,115,385 ",829000000," 23,140.53 ",18884.61538
BMW 320i Sport Automatic 2022,BMW,320i,Sport,2022,Automatic,16," 602,500,000 "," 549,000,000 "," 575,750,000 ",970000000," 22,911.56 ",18375
Toyota Avanza Veloz Automatic 2020,Toyota,Avanza,Veloz,2020,Automatic,14," 180,500,000 "," 169,000,000 "," 174,750,000 ",243350000," 1,287.36 ",57753.78571
Mercedes-Benz E400 AMG Automatic 2014,Mercedes-Benz,E400,AMG,2014,Automatic,14," 502,571,429 "," 299,000,000 "," 400,785,714 "," 1,269,000,000 "," 21,103.34 ",45964.28571
Mazda CX-3 Touring Automatic 2017,Mazda,CX-3,Touring,2017,Automatic,16," 220,312,500 "," 209,000,000 "," 214,656,250 ",399000000," 3,415.73 ",55625
Mercedes-Benz CLA200 Sport Automatic 2015,Mercedes-Benz,CLA200,Sport,2015,Automatic,15," 352,266,667 "," 260,000,000 "," 306,133,333 "," 639,000,000 "," 10,636.11 ",35633.33333
Toyota Agya TRD S Automatic 2016,Toyota,Agya,TRD S,2016,Automatic,13," 102,230,769 "," 90,000,000 "," 96,115,385 "," 139,660,000 ", 571.68 ,86866.23077
Honda Jazz RS Automatic 2012,Honda,Jazz,RS,2012,Automatic,13," 147,307,692 "," 125,000,000 "," 136,153,846 "," 228,000,000 "," 1,082.46 ",95153.84615
Toyota Alphard X Automatic 2012,Toyota,Alphard,X,2012,Automatic,14," 223,357,143 "," 170,000,000 "," 196,678,571 "," 725,000,000 "," 5,053.66 ",109821.4286
Toyota Kijang Innova Q Automatic 2016,Toyota,Kijang Innova,Q,2016,Automatic,14," 269,821,429 "," 230,000,000 "," 249,910,714 "," 402,400,000 "," 1,737.65 ",99214.28571
